Trial,PrecueTime,DelayTime,SwitchTime,ReportTime,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success
1,12.896,8.06,6.448,6.448,"quartetPart1, quartetPart2",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,28.38229670000146,1,True
2,14.508000000000001,8.06,4.836,6.448,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,62.47979489999125,3,True
3,12.896,8.06,6.448,6.448,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,95.86034620000282,4,True
4,12.896,9.672,4.836,6.448,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,129.72463670000434,4,True
5,16.12,8.06,3.224,6.448,"quartetPart2, quartetPart1",vertical,illusory,3,1,red_Square,blue_Square,None,None,3,164.23874289999367,3,True
6,12.896,9.672,4.836,6.448,"quartetPart2, quartetPart1",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,197.40285509999376,4,True
7,12.896,9.672,4.836,6.448,"quartetPart1, quartetPart2",vertical,illusory,4,1,red_Square,blue_Square,None,None,4,231.23370640000212,4,True
8,16.12,6.448,4.836,6.448,"quartetPart2, quartetPart1",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,265.2650603999791,2,True
9,12.896,9.672,4.836,6.448,"quartetPart1, quartetPart2",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,299.84556329998304,3,True
10,14.508000000000001,6.448,6.448,6.448,"quartetPart1, quartetPart2",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,332.8763151000021,2,True
