onset	duration	trial_type	success
0.000	16.120	precue_vertical	1
16.120	8.060	delay_vertical	1
33.852	16.120	precue_horizontal	1
49.972	8.060	delay_horizontal	1
67.704	12.896	precue_vertical	1
80.600	8.060	delay_vertical	1
101.556	14.508	precue_vertical	1
116.064	6.448	delay_vertical	1
135.408	12.896	precue_horizontal	1
148.304	9.672	delay_horizontal	1
169.260	14.508	precue_vertical	1
183.768	8.060	delay_vertical	1
203.112	14.508	precue_horizontal	1
217.620	9.672	delay_horizontal	1
236.964	14.508	precue_vertical	1
251.472	8.060	delay_vertical	1
270.816	14.508	precue_horizontal	1
285.324	9.672	delay_horizontal	1
304.668	12.896	precue_horizontal	1
317.564	8.060	delay_horizontal	1
