onset	duration	trial_type	success
0.000	14.508	precue_vertical	1
14.508	6.448	delay_vertical	1
33.852	14.508	precue_horizontal	1
48.360	8.060	delay_horizontal	1
67.704	12.896	precue_vertical	1
80.600	9.672	delay_vertical	1
101.556	14.508	precue_horizontal	1
116.064	8.060	delay_horizontal	1
135.408	12.896	precue_vertical	1
148.304	8.060	delay_vertical	1
169.260	14.508	precue_vertical	1
183.768	8.060	delay_vertical	1
203.112	14.508	precue_horizontal	1
217.620	9.672	delay_horizontal	1
236.964	14.508	precue_vertical	1
251.472	9.672	delay_vertical	1
270.816	14.508	precue_horizontal	1
285.324	6.448	delay_horizontal	1
304.668	12.896	precue_horizontal	1
317.564	8.060	delay_horizontal	1
