Trial,PrecueTime,DelayTime,SwitchTime,ReportTime,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success
1,16.12,8.06,3.224,6.448,"quartetPart1, quartetPart2",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,28.86694899998838,4,True
2,14.508000000000001,9.672,3.224,6.448,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,63.114337800012436,4,True
3,12.896,8.06,6.448,6.448,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,96.89531449999777,2,True
4,16.12,8.06,3.224,6.448,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,130.52743320001173,2,True
5,14.508000000000001,8.06,4.836,6.448,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,163.5069908000005,1,True
6,14.508000000000001,9.672,3.224,6.448,"quartetPart2, quartetPart1",vertical,illusory,2,3,blue_Square,red_Square,None,None,1,198.1044838000089,2,
7,12.896,8.06,6.448,6.448,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,231.45316840001033,4,True
8,16.12,8.06,3.224,6.448,"quartetPart1, quartetPart2",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,265.46611010000925,1,True
9,14.508000000000001,6.448,6.448,6.448,"quartetPart2, quartetPart1",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,299.26471909999964,3,True
10,16.12,8.06,3.224,6.448,"quartetPart1, quartetPart2",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,332.9446433999983,1,True
