Trial,PrecueTime,DelayTime,SwitchTime,ReportTime,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success
1,12.896,9.672,4.836,6.448,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,28.22233319998486,2,True
2,12.896,9.672,4.836,6.448,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,62.0363820999919,3,True
3,14.508000000000001,9.672,3.224,6.448,"quartetPart1, quartetPart2",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,96.08484699999099,2,True
4,12.896,9.672,4.836,6.448,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,129.91478239998105,4,True
5,12.896,8.06,6.448,6.448,"quartetPart1, quartetPart2",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,163.62893949999125,4,True
6,12.896,9.672,4.836,6.448,"quartetPart2, quartetPart1",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.4599185999832,3,True
7,14.508000000000001,6.448,6.448,6.448,"quartetPart2, quartetPart1",vertical,illusory,4,1,red_Square,blue_Square,None,None,4,231.80746479998925,4,True
8,12.896,8.06,6.448,6.448,"quartetPart1, quartetPart2",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,265.27145709999604,1,True
9,12.896,9.672,4.836,6.448,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,299.135790899978,2,True
10,14.508000000000001,8.06,4.836,6.448,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,332.8831780999899,1,True
