ExperimentName,Date,SubjectID,Run_Number,Conditions,Durations,KeyPresses,DetectedTargets
locMt_MQ,2025-09-03_14h19.01.786,NH,1,[0 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4],"[8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8.
 8. 8. 8. 8. 8.]",[],[0. 0. 0. 0. 0. 0. 0.]
