ExperimentName,Date,SubjectID,Run_Number,Conditions,Durations,KeyPresses,DetectedTargets
locMt_MQ,2025-09-04_14h22.25.254,NH,2,[0 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4],"[8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8.
 8. 8. 8. 8. 8.]",[],[0. 0. 0. 0. 0. 0. 0.]
