Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,28.22233319998486,2,True,8,0
1,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,28.22233319998486,2,True,14,8
1,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,28.22233319998486,2,True,17,14
1,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,28.22233319998486,2,True,21,17
2,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,62.0363820999919,3,True,29,21
2,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,62.0363820999919,3,True,35,29
2,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,62.0363820999919,3,True,38,35
2,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,62.0363820999919,3,True,42,38
3,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,96.08484699999099,2,True,51,42
3,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,96.08484699999099,2,True,57,51
3,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,96.08484699999099,2,True,59,57
3,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,96.08484699999099,2,True,63,59
4,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,129.91478239998105,4,True,71,63
4,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,129.91478239998105,4,True,77,71
4,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,129.91478239998105,4,True,80,77
4,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,129.91478239998105,4,True,84,80
5,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,163.62893949999125,4,True,92,84
5,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,163.62893949999125,4,True,97,92
5,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,163.62893949999125,4,True,101,97
5,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,163.62893949999125,4,True,105,101
6,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.4599185999832,3,True,113,105
6,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.4599185999832,3,True,119,113
6,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.4599185999832,3,True,122,119
6,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.4599185999832,3,True,126,122
7,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,4,1,red_Square,blue_Square,None,None,4,231.80746479998925,4,True,135,126
7,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,1,red_Square,blue_Square,None,None,4,231.80746479998925,4,True,139,135
7,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,1,red_Square,blue_Square,None,None,4,231.80746479998925,4,True,143,139
7,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,1,red_Square,blue_Square,None,None,4,231.80746479998925,4,True,147,143
8,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,265.27145709999604,1,True,155,147
8,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,265.27145709999604,1,True,160,155
8,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,265.27145709999604,1,True,164,160
8,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,265.27145709999604,1,True,168,164
9,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,299.135790899978,2,True,176,168
9,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,299.135790899978,2,True,182,176
9,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,299.135790899978,2,True,185,182
9,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,299.135790899978,2,True,189,185
10,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,332.8831780999899,1,True,198,189
10,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,332.8831780999899,1,True,203,198
10,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,332.8831780999899,1,True,206,203
10,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,332.8831780999899,1,True,210,206
