Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,28.410600600007456,4,True,9,0
1,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,28.410600600007456,4,True,15,9
1,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,28.410600600007456,4,True,17,15
1,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,28.410600600007456,4,True,21,17
2,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.24132259999169,1,True,30,21
2,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.24132259999169,1,True,35,30
2,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.24132259999169,1,True,38,35
2,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.24132259999169,1,True,42,38
3,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,96.02327370000421,2,True,51,42
3,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,96.02327370000421,2,True,56,51
3,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,96.02327370000421,2,True,59,56
3,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,96.02327370000421,2,True,63,59
4,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,130.00299129998893,2,True,71,63
4,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,130.00299129998893,2,True,76,71
4,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,130.00299129998893,2,True,80,76
4,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,130.00299129998893,2,True,84,80
5,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,163.73469690000638,3,True,93,84
5,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,163.73469690000638,3,True,98,93
5,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,163.73469690000638,3,True,101,98
5,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,163.73469690000638,3,True,105,101
6,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,198.39817249999032,3,True,114,105
6,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,198.39817249999032,3,True,119,114
6,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,198.39817249999032,3,True,122,119
6,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,198.39817249999032,3,True,126,122
7,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,4,231.395631899999,4,True,134,126
