Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,28.305101300007664,1,True,8,0
1,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,28.305101300007664,1,True,13,8
1,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,28.305101300007664,1,True,17,13
1,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,28.305101300007664,1,True,21,17
2,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.5204888000153,3,True,30,21
2,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.5204888000153,3,True,34,30
2,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.5204888000153,3,True,38,34
2,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,62.5204888000153,3,True,42,38
3,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,96.16684580000583,4,True,51,42
3,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,96.16684580000583,4,True,57,51
3,SwitchTime,2,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,96.16684580000583,4,True,59,57
3,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,96.16684580000583,4,True,63,59
4,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,132.58093690001988,2,True,73,63
4,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,132.58093690001988,2,True,78,73
4,SwitchTime,2,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,132.58093690001988,2,True,80,78
4,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,132.58093690001988,2,True,84,80
5,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,164.44633720000274,2,True,93,84
5,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,164.44633720000274,2,True,99,93
5,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,164.44633720000274,2,True,101,99
5,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,164.44633720000274,2,True,105,101
6,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,197.54286180000054,3,True,114,105
6,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,197.54286180000054,3,True,118,114
6,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,197.54286180000054,3,True,122,118
6,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,1,blue_Square,red_Square,None,None,3,197.54286180000054,3,True,126,122
