Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,10,"quartetPart1, quartetPart2",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,28.86694899998838,4,True,10,0
1,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,28.86694899998838,4,True,15,10
1,SwitchTime,2,"quartetPart1, quartetPart2",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,28.86694899998838,4,True,17,15
1,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,28.86694899998838,4,True,21,17
2,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,63.114337800012436,4,True,30,21
2,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,63.114337800012436,4,True,36,30
2,SwitchTime,2,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,63.114337800012436,4,True,38,36
2,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,63.114337800012436,4,True,42,38
3,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,96.89531449999777,2,True,50,42
3,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,96.89531449999777,2,True,55,50
3,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,96.89531449999777,2,True,59,55
3,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,1,blue_Square,red_Square,None,None,2,96.89531449999777,2,True,63,59
4,PrecueTime,10,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,130.52743320001173,2,True,73,63
4,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,130.52743320001173,2,True,78,73
4,SwitchTime,2,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,130.52743320001173,2,True,80,78
4,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,130.52743320001173,2,True,84,80
5,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,163.5069908000005,1,True,93,84
5,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,163.5069908000005,1,True,98,93
5,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,163.5069908000005,1,True,101,98
5,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,163.5069908000005,1,True,105,101
6,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,2,3,blue_Square,red_Square,None,None,1,198.1044838000089,2,,114,105
6,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,2,3,blue_Square,red_Square,None,None,1,198.1044838000089,2,,120,114
6,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,2,3,blue_Square,red_Square,None,None,1,198.1044838000089,2,,122,120
6,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,3,blue_Square,red_Square,None,None,1,198.1044838000089,2,,126,122
7,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,231.45316840001033,4,True,134,126
7,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,231.45316840001033,4,True,139,134
7,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,231.45316840001033,4,True,143,139
7,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,231.45316840001033,4,True,147,143
8,PrecueTime,10,"quartetPart1, quartetPart2",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,265.46611010000925,1,True,157,147
8,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,265.46611010000925,1,True,162,157
8,SwitchTime,2,"quartetPart1, quartetPart2",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,265.46611010000925,1,True,164,162
8,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,265.46611010000925,1,True,168,164
9,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,299.26471909999964,3,True,177,168
9,DelayTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,299.26471909999964,3,True,181,177
9,SwitchTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,299.26471909999964,3,True,185,181
