Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,28.19196270001703,3,True,9,0
1,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,28.19196270001703,3,True,15,9
1,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,28.19196270001703,3,True,17,15
1,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,28.19196270001703,3,True,21,17
2,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,2,4,red_Square,blue_Square,None,None,2,62.672892200003844,4,,29,21
2,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,2,4,red_Square,blue_Square,None,None,2,62.672892200003844,4,,35,29
2,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,2,4,red_Square,blue_Square,None,None,2,62.672892200003844,4,,38,35
2,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,red_Square,blue_Square,None,None,2,62.672892200003844,4,,42,38
3,PrecueTime,10,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,95.88696010000422,4,True,52,42
3,DelayTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,95.88696010000422,4,True,56,52
3,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,95.88696010000422,4,True,59,56
3,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,95.88696010000422,4,True,63,59
4,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,129.86773320002249,3,True,72,63
4,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,129.86773320002249,3,True,78,72
4,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,129.86773320002249,3,True,80,78
4,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,129.86773320002249,3,True,84,80
5,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.69933090000995,1,True,93,84
5,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.69933090000995,1,True,99,93
5,SwitchTime,2,"quartetPart1, quartetPart2",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.69933090000995,1,True,101,99
5,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.69933090000995,1,True,105,101
6,PrecueTime,10,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,197.52962230000412,2,True,115,105
6,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,197.52962230000412,2,True,120,115
6,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,197.52962230000412,2,True,122,120
6,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,197.52962230000412,2,True,126,122
7,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,231.34514360001776,1,True,136,126
