Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,10,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,1,-5.816009100002702,2,28.268131599994376,2,True,10,0
1,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,1,-5.816009100002702,2,28.268131599994376,2,True,14,10
1,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,1,-5.816009100002702,2,28.268131599994376,2,True,17,14
1,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,3,red_Square,blue_Square,1,-5.816009100002702,2,28.268131599994376,2,True,21,17
2,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,62.231506000010995,2,True,30,21
2,DelayTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,62.231506000010995,2,True,34,30
2,SwitchTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,62.231506000010995,2,True,38,34
2,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,2,red_Square,blue_Square,None,None,2,62.231506000010995,2,True,42,38
3,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,96.23100040000281,4,True,50,42
3,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,96.23100040000281,4,True,56,50
3,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,96.23100040000281,4,True,59,56
3,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,96.23100040000281,4,True,63,59
4,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,129.87641789999907,1,True,71,63
4,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,129.87641789999907,1,True,77,71
4,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,129.87641789999907,1,True,80,77
4,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,129.87641789999907,1,True,84,80
5,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,164.49098150001373,2,True,93,84
5,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,164.49098150001373,2,True,99,93
5,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,164.49098150001373,2,True,101,99
5,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,164.49098150001373,2,True,105,101
6,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.82155140000395,3,True,114,105
6,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.82155140000395,3,True,119,114
6,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.82155140000395,3,True,122,119
6,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,4,3,red_Square,blue_Square,None,None,3,197.82155140000395,3,True,126,122
7,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,231.5190150999988,2,True,134,126
7,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,231.5190150999988,2,True,140,134
7,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,231.5190150999988,2,True,143,140
7,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,231.5190150999988,2,True,147,143
8,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.49984570001834,3,True,156,147
8,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.49984570001834,3,True,160,156
8,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.49984570001834,3,True,164,160
8,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.49984570001834,3,True,168,164
9,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,299.11400430000504,1,True,178,168
9,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,299.11400430000504,1,True,183,178
