Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,10,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,28.362728699983563,2,True,10,0
1,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,28.362728699983563,2,True,15,10
1,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,28.362728699983563,2,True,17,15
1,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,2,1,red_Square,blue_Square,None,None,2,28.362728699983563,2,True,21,17
2,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,62.1115099999879,4,True,30,21
2,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,62.1115099999879,4,True,36,30
2,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,62.1115099999879,4,True,38,36
2,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,62.1115099999879,4,True,42,38
3,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,95.82498459998169,1,True,50,42
3,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,95.82498459998169,1,True,55,50
3,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,95.82498459998169,1,True,59,55
3,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,95.82498459998169,1,True,63,59
4,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.67279959999723,1,True,72,63
4,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.67279959999723,1,True,77,72
4,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.67279959999723,1,True,80,77
4,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.67279959999723,1,True,84,80
5,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,163.58619899998303,4,True,93,84
