Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,4,28.275380700011738,4,True,9,0
1,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,4,28.275380700011738,4,True,14,9
1,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,4,28.275380700011738,4,True,17,14
1,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,4,28.275380700011738,4,True,21,17
2,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,62.372826300008455,1,True,30,21
2,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,62.372826300008455,1,True,36,30
2,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,62.372826300008455,1,True,38,36
2,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,62.372826300008455,1,True,42,38
3,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,96.07189740001922,1,True,50,42
3,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,96.07189740001922,1,True,56,50
3,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,96.07189740001922,1,True,59,56
3,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,1,blue_Square,red_Square,None,None,1,96.07189740001922,1,True,63,59
4,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,129.66789440001594,4,True,72,63
4,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,129.66789440001594,4,True,77,72
4,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,129.66789440001594,4,True,80,77
4,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,4,blue_Square,red_Square,None,None,4,129.66789440001594,4,True,84,80
5,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,164.18349409999792,4,True,92,84
5,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,164.18349409999792,4,True,98,92
5,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,164.18349409999792,4,True,101,98
5,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,1,blue_Square,red_Square,None,None,4,164.18349409999792,4,True,105,101
6,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,197.46377740000025,1,True,113,105
6,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,197.46377740000025,1,True,118,113
6,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,197.46377740000025,1,True,122,118
6,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,197.46377740000025,1,True,126,122
7,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,231.29377039999235,4,True,135,126
7,DelayTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,231.29377039999235,4,True,139,135
7,SwitchTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,231.29377039999235,4,True,143,139
7,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,231.29377039999235,4,True,147,143
8,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,265.5580423999927,3,True,156,147
8,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,265.5580423999927,3,True,162,156
8,SwitchTime,2,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,265.5580423999927,3,True,164,162
8,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,265.5580423999927,3,True,168,164
9,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,299.5556148000178,1,True,176,168
9,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,299.5556148000178,1,True,181,176
9,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,299.5556148000178,1,True,185,181
9,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,299.5556148000178,1,True,189,185
10,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,333.51969620000455,3,True,198,189
10,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,4,3,blue_Square,red_Square,None,None,3,333.51969620000455,3,True,204,198
