Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,10,"quartetPart1, quartetPart2",vertical,illusory,1,2,red_Square,blue_Square,None,None,1,28.398452699999325,1,True,10,0
1,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,1,2,red_Square,blue_Square,None,None,1,28.398452699999325,1,True,15,10
1,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,1,2,red_Square,blue_Square,None,None,1,28.398452699999325,1,True,17,15
1,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,2,red_Square,blue_Square,None,None,1,28.398452699999325,1,True,21,17
2,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,61.96178569999756,1,True,29,21
2,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,61.96178569999756,1,True,35,29
2,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,61.96178569999756,1,True,38,35
2,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,3,red_Square,blue_Square,None,None,1,61.96178569999756,1,True,42,38
3,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,95.89314780000132,1,True,52,42
3,DelayTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,95.89314780000132,1,True,56,52
3,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,95.89314780000132,1,True,59,56
3,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,1,red_Square,blue_Square,None,None,1,95.89314780000132,1,True,63,59
4,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,129.87345250000362,4,True,71,63
4,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,129.87345250000362,4,True,76,71
4,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,129.87345250000362,4,True,80,76
4,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,3,red_Square,blue_Square,None,None,4,129.87345250000362,4,True,84,80
5,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.77207629999612,1,True,94,84
5,DelayTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.77207629999612,1,True,98,94
5,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.77207629999612,1,True,101,98
5,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,163.77207629999612,1,True,105,101
6,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,197.60316189998412,1,True,113,105
6,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,197.60316189998412,1,True,118,113
