Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
7,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,2,blue_Square,red_Square,None,None,2,231.5879477999988,2,True,147,143
8,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,266.20133139999234,1,True,155,147
8,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,266.20133139999234,1,True,161,155
8,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,266.20133139999234,1,True,164,161
8,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,3,blue_Square,red_Square,None,None,1,266.20133139999234,1,True,168,164
9,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,300.3821447000082,4,True,178,168
9,DelayTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,300.3821447000082,4,True,182,178
9,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,300.3821447000082,4,True,185,182
9,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,4,blue_Square,red_Square,None,None,4,300.3821447000082,4,True,189,185
10,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,332.9138057999953,3,True,198,189
10,DelayTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,332.9138057999953,3,True,202,198
10,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,332.9138057999953,3,True,206,202
10,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,332.9138057999953,3,True,210,206
