Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,28.15136070002336,3,True,9,0
1,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,28.15136070002336,3,True,13,9
1,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,28.15136070002336,3,True,17,13
1,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,2,red_Square,blue_Square,None,None,3,28.15136070002336,3,True,21,17
2,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,63.149401400005445,4,True,30,21
2,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,63.149401400005445,4,True,35,30
2,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,63.149401400005445,4,True,38,35
2,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,4,red_Square,blue_Square,None,None,4,63.149401400005445,4,True,42,38
3,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,3,1,red_Square,blue_Square,None,None,3,95.84668670000974,3,True,50,42
3,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,3,1,red_Square,blue_Square,None,None,3,95.84668670000974,3,True,56,50
3,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,3,1,red_Square,blue_Square,None,None,3,95.84668670000974,3,True,59,56
3,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,3,1,red_Square,blue_Square,None,None,3,95.84668670000974,3,True,63,59
4,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.9607132000092,1,True,72,63
4,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.9607132000092,1,True,77,72
4,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.9607132000092,1,True,80,77
4,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,4,1,red_Square,blue_Square,None,None,1,129.9607132000092,1,True,84,80
5,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,163.64290190002066,2,True,92,84
5,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,163.64290190002066,2,True,97,92
5,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,163.64290190002066,2,True,101,97
5,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,3,red_Square,blue_Square,None,None,2,163.64290190002066,2,True,105,101
6,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,197.58969069999876,4,True,114,105
6,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,197.58969069999876,4,True,119,114
6,SwitchTime,3,"quartetPart2, quartetPart1",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,197.58969069999876,4,True,122,119
6,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,4,2,red_Square,blue_Square,None,None,4,197.58969069999876,4,True,126,122
7,PrecueTime,9,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,231.50318810000317,1,True,135,126
7,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,231.50318810000317,1,True,141,135
7,SwitchTime,2,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,231.50318810000317,1,True,143,141
7,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,1,red_Square,blue_Square,None,None,1,231.50318810000317,1,True,147,143
8,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.567360200017,3,True,156,147
8,DelayTime,6,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.567360200017,3,True,162,156
8,SwitchTime,2,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.567360200017,3,True,164,162
8,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,red_Square,blue_Square,None,None,3,265.567360200017,3,True,168,164
9,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,299.0314148000034,4,True,177,168
9,DelayTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,299.0314148000034,4,True,181,177
9,SwitchTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,299.0314148000034,4,True,185,181
9,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,4,red_Square,blue_Square,None,None,4,299.0314148000034,4,True,189,185
10,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,333.36220329999924,3,True,197,189
10,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,333.36220329999924,3,True,202,197
10,SwitchTime,4,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,333.36220329999924,3,True,206,202
10,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,1,3,red_Square,blue_Square,None,None,3,333.36220329999924,3,True,210,206
