Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,10,"quartetPart1, quartetPart2",vertical,illusory,2,4,red_Square,blue_Square,None,None,2,28.32323209999595,2,True,10,0
1,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,2,4,red_Square,blue_Square,None,None,2,28.32323209999595,2,True,15,10
1,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,2,4,red_Square,blue_Square,None,None,2,28.32323209999595,2,True,17,15
1,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,red_Square,blue_Square,None,None,2,28.32323209999595,2,True,21,17
2,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,62.78662739999709,2,True,31,21
2,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,62.78662739999709,2,True,36,31
2,SwitchTime,2,"quartetPart2, quartetPart1",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,62.78662739999709,2,True,38,36
2,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,2,red_Square,blue_Square,None,None,2,62.78662739999709,2,True,42,38
3,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,97.65116280000075,1,True,50,42
3,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,97.65116280000075,1,True,55,50
3,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,97.65116280000075,1,True,59,55
3,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,red_Square,blue_Square,None,None,1,97.65116280000075,1,True,63,59
