Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,2,28.774782699998468,4,,9,0
1,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,2,28.774782699998468,4,,14,9
1,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,2,28.774782699998468,4,,17,14
1,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,4,2,blue_Square,red_Square,None,None,2,28.774782699998468,4,,21,17
2,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.10574950001319,1,True,29,21
2,DelayTime,5,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.10574950001319,1,True,34,29
2,SwitchTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.10574950001319,1,True,38,34
2,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.10574950001319,1,True,42,38
3,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,95.98557580000488,2,True,50,42
3,DelayTime,6,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,95.98557580000488,2,True,56,50
3,SwitchTime,3,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,95.98557580000488,2,True,59,56
3,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,3,2,blue_Square,red_Square,None,None,2,95.98557580000488,2,True,63,59
4,PrecueTime,8,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,130.04973009999958,3,True,71,63
4,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,130.04973009999958,3,True,76,71
4,SwitchTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,130.04973009999958,3,True,80,76
4,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,2,3,blue_Square,red_Square,None,None,3,130.04973009999958,3,True,84,80
5,PrecueTime,8,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,3,164.79868720000377,1,,92,84
5,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,3,164.79868720000377,1,,98,92
5,SwitchTime,3,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,3,164.79868720000377,1,,101,98
5,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,3,blue_Square,red_Square,None,None,3,164.79868720000377,1,,105,101
6,PrecueTime,8,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,197.561463799997,3,True,113,105
6,DelayTime,5,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,197.561463799997,3,True,118,113
6,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,197.561463799997,3,True,122,118
6,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,3,4,blue_Square,red_Square,None,None,3,197.561463799997,3,True,126,122
7,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,231.49244090000866,1,True,136,126
7,DelayTime,5,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,231.49244090000866,1,True,141,136
7,SwitchTime,2,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,231.49244090000866,1,True,143,141
7,ReportTime,4,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,231.49244090000866,1,True,147,143
8,PrecueTime,9,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,265.2909737000009,1,True,156,147
8,DelayTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,265.2909737000009,1,True,160,156
8,SwitchTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,265.2909737000009,1,True,164,160
8,ReportTime,4,"quartetPart2, quartetPart1",vertical,illusory,1,4,blue_Square,red_Square,None,None,1,265.2909737000009,1,True,168,164
9,PrecueTime,8,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,298.90500620001694,2,True,176,168
9,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,298.90500620001694,2,True,182,176
9,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,298.90500620001694,2,True,185,182
9,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,2,blue_Square,red_Square,None,None,2,298.90500620001694,2,True,189,185
10,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,333.1015420000185,2,True,198,189
10,DelayTime,6,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,333.1015420000185,2,True,204,198
10,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,333.1015420000185,2,True,206,204
10,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,333.1015420000185,2,True,210,206
