Trial,Stim,Duration,QuartetOrder,Instruct_V_H,illusory_physical,V_buttom,H_buttom,vertical,horizontal,invalid_ResponseKey,invalid_ResponseTime,ResponseKey,ResponseTime,expected_key,success,Timestamp,Onset
1,PrecueTime,9,"quartetPart1, quartetPart2",horizontal,illusory,1,4,blue_Square,red_Square,None,None,4,29.38612050001393,4,True,9,0
1,DelayTime,6,"quartetPart1, quartetPart2",horizontal,illusory,1,4,blue_Square,red_Square,None,None,4,29.38612050001393,4,True,15,9
1,SwitchTime,2,"quartetPart1, quartetPart2",horizontal,illusory,1,4,blue_Square,red_Square,None,None,4,29.38612050001393,4,True,17,15
1,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,1,4,blue_Square,red_Square,None,None,4,29.38612050001393,4,True,21,17
2,PrecueTime,10,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.999197700002696,1,True,31,21
2,DelayTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.999197700002696,1,True,35,31
2,SwitchTime,3,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.999197700002696,1,True,38,35
2,ReportTime,4,"quartetPart1, quartetPart2",horizontal,illusory,2,1,blue_Square,red_Square,None,None,1,62.999197700002696,1,True,42,38
3,PrecueTime,9,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,96.34653030001209,2,True,51,42
3,DelayTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,96.34653030001209,2,True,55,51
3,SwitchTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,96.34653030001209,2,True,59,55
3,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,2,4,blue_Square,red_Square,None,None,2,96.34653030001209,2,True,63,59
4,PrecueTime,10,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,130.0112968000176,1,True,73,63
4,DelayTime,5,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,130.0112968000176,1,True,78,73
4,SwitchTime,2,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,130.0112968000176,1,True,80,78
4,ReportTime,4,"quartetPart1, quartetPart2",vertical,illusory,1,2,blue_Square,red_Square,None,None,1,130.0112968000176,1,True,84,80
5,PrecueTime,10,"quartetPart2, quartetPart1",horizontal,illusory,4,1,blue_Square,red_Square,None,None,1,163.65826150000794,1,True,94,84
