MonitorDistance=48cm
MonitorWidth=17cm
PixelWidth=1024
PixelHeight=768
Conditions=[0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0]
Durations=[8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8.
 8. 8. 8. 8. 8.]
Targets=[ 31.  55.  83. 122. 136. 200. 214.]
TotalTime=232.0
RefreshRate=60.21869019556443
FrameDuration=0.016666666666666666
nDots=200
speed=0.13284911999944599
dotSize=0.2
fieldSizeRadius=4
You have detected 0 out of 7 targets.
You really need to focus more!
17.2529 	INFO 	Loaded monitor calibration from ['2025_01_10 07:56']
17.8718 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000133D1D6E460>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000133D1D6E400>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.5, -0.5, -0.5]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000133D209CAF0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=1, size=array([1024,  768]), stencilBits=8, stereo=False, title='PsychoPy', units='deg', useFBO=False, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.8718 	EXP 	window1: backgroundImage = None
17.8719 	EXP 	window1: backgroundFit = 'cover'
18.8833 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
18.8833 	EXP 	window1: recordFrameIntervals = False
19.0540 	EXP 	window1: recordFrameIntervals = True
19.2367 	EXP 	Screen (1) actual frame rate measured at 60.22Hz
19.2367 	EXP 	window1: recordFrameIntervals = False
0.0522 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-0.1961,  0.2942]), rgb=UNKNOWN, text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
0.0578 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-0.1961,  0.2942]), rgb=UNKNOWN, text=str(...), units='deg', win=Window(...), wrapWidth=15.0)
9.1210 	DATA 	Keypress: 1
26.6408 	DATA 	Keypress: quoteleft
0.0000 	DATA 	StartOfRun2
0.0003 	DATA 	TR 1
0.0003 	DATA 	CondStat

2.0080 	DATA 	Keypress: quoteleft
2.0085 	DATA 	TR 2
4.0070 	DATA 	Keypress: quoteleft
4.0075 	DATA 	TR 3
6.0070 	DATA 	Keypress: quoteleft
6.0075 	DATA 	TR 4
8.0076 	DATA 	Keypress: quoteleft
8.0080 	DATA 	TR 5
10.0068 	DATA 	Keypress: quoteleft
10.0072 	DATA 	TR 6
12.0067 	DATA 	Keypress: quoteleft
12.0070 	DATA 	TR 7
14.0066 	DATA 	Keypress: quoteleft
14.0070 	DATA 	TR 8
14.0071 	DATA 	CondCenter

16.0061 	DATA 	Keypress: quoteleft
16.0064 	DATA 	TR 9
18.0062 	DATA 	Keypress: quoteleft
18.0064 	DATA 	TR 10
20.0065 	DATA 	Keypress: quoteleft
20.0069 	DATA 	TR 11
22.0060 	DATA 	Keypress: quoteleft
22.0063 	DATA 	TR 12
24.0055 	DATA 	Keypress: quoteleft
24.0060 	DATA 	TR 13
26.0056 	DATA 	Keypress: quoteleft
26.0060 	DATA 	TR 14
28.0048 	DATA 	Keypress: quoteleft
28.0051 	DATA 	TR 15
30.0055 	DATA 	Keypress: quoteleft
30.0058 	DATA 	TR 16
30.0059 	DATA 	CondStat

32.0050 	DATA 	Keypress: quoteleft
32.0056 	DATA 	TR 17
34.0049 	DATA 	Keypress: quoteleft
34.0052 	DATA 	TR 18
36.0043 	DATA 	Keypress: quoteleft
36.0046 	DATA 	TR 19
38.0051 	DATA 	Keypress: quoteleft
38.0054 	DATA 	TR 20
40.0044 	DATA 	Keypress: quoteleft
40.0047 	DATA 	TR 21
42.0043 	DATA 	Keypress: quoteleft
42.0047 	DATA 	TR 22
44.0042 	DATA 	Keypress: quoteleft
44.0044 	DATA 	TR 23
46.0046 	DATA 	Keypress: quoteleft
46.0050 	DATA 	TR 24
46.0051 	DATA 	CondCenter

48.0043 	DATA 	Keypress: quoteleft
48.0045 	DATA 	TR 25
50.0038 	DATA 	Keypress: quoteleft
50.0041 	DATA 	TR 26
52.0038 	DATA 	Keypress: quoteleft
52.0042 	DATA 	TR 27
54.0030 	DATA 	Keypress: quoteleft
54.0033 	DATA 	TR 28
56.0036 	DATA 	Keypress: quoteleft
56.0039 	DATA 	TR 29
58.0026 	DATA 	Keypress: quoteleft
58.0029 	DATA 	TR 30
60.0024 	DATA 	Keypress: quoteleft
60.0027 	DATA 	TR 31
