ExperimentName,Date,SubjectID,Run_Number,Conditions,Durations,KeyPresses,DetectedTargets
locMt_MQ,2025-09-05_09h55.25.250,EC,3,[0 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4 1 4],"[8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8. 8.
 8. 8. 8. 8. 8.]",[],[0. 0. 0. 0. 0. 0. 0.]
